season,episode,narrator,line
10,5,ross:, absolutely! you'll love the feeling! there's nothing like it!
10,5,phoebe:," ok, ok, so how should i do it?"
10,5,monica:," how about at a game, on the big screen?"
10,5,rachel:, uuuh!! how about at a footlocker? 
10,5,monica:," what? what? he obviously thinks that's a nice way to be proposed to, plus he'd never suspect it!"
10,5,phoebe:," yeah, that does make sense. ok, now, would... would you two like that?"
10,5,chandler:, sounds good to me... but what would a guy think? 
10,5,amy:, nana is on the phone 
10,5,rachel:," oh! that's interesting, since she died seven years ago!!"
10,5,amy:, she did? who got her condo in boca?
10,5,rachel:," hello? oh, it's our nanny! hi! oh... god! i hope you feel better! ok, bye! that's molly, she's sick. can you watch emma today?"
10,5,ross:," no, i can't. i have back to back classes. did molly say what she had? because my throat's been hurting?"
10,5,rachel:, menstrual cramps.
10,5,ross:, i don't think that's what this is.
10,5,rachel:, can any of you watch emma?
10,5,monica:," no, sorry sweety.."
10,5,phoebe:," no, i've got work and then i'm proposing.."
10,5,rachel:," great, shoot, what are we gonna do?"
10,5,amy:," well, i can do it."
10,5,rachel:," well, actually... "
10,5,ross:," well, can i talk to you for a sec.?"
10,5,rachel:, yeah.
10,5,ross:," um, i do not want her baby sitting our child."
10,5,rachel:, why not?
10,5,ross:," well, for one thing, she keeps calling her ella!"
10,5,rachel:," wha.. well, ella's a nice name!"
10,5,ross:," fine, we'll call the next one ella."
10,5,rachel:, wha... the next one?
10,5,ross:," okay, um... i don't want her watching our baby."
10,5,rachel:," ross, i am trying to help her become a better person. this is a huge breakthrough for her! she just offered to do something for another human being!!"
10,5,ross:, i... i don't know..
10,5,rachel:," ross, i'm telling you, she's giving up getting her eyebrows shaped to do this alright? do you understand how important that is in our world? "
10,5,amy:," um... listen, i couldn't help but overhear... 'cause i was trying to... listen, let me do this alright? i really wanna help you guys out, and plus rachel's been so wonderful to me... "
10,5,rachel:, absolutely.
10,5,amy:, oh! great! so how much does it pay?    
10,5,chandler:, hey joe! how's the second draft of the letter coming?
10,5,joey:," great, i'm finished! in fact, i just dropped it off at the agency. "
10,5,monica:, you dropped it off?
10,5,joey:, yeah.
10,5,chandler:, can we read it? can you print out another copy?
10,5,joey:," no can do amigo. no, i didn't use the computer. felt more personal to hand write it. "
10,5,monica:, you hand wrote it?
10,5,joey:," yeah, and don't worry. i didn't try to sound smart at all! see ya later! "
10,5,monica:," oh my god, oh my god, that letter is gonna go in our file! we're never gonna get a kid. no, we're gonna be one of those old couples that collects orchids or has a lot of birds!"
10,5,chandler:," it's ok, it's ok. you know what? i'll just call the agency and tell them to throw out the letter. "
10,5,monica:, okay good.
10,5,chandler:," hello, this is chandler bing. somebody just dropped off a handwritten recommendation letter, and.. uh huh... uh huh... okay... thank you. good bye. ."
10,5,monica:," ugh, we're screwed, aren't we? you know what? just tell me on the way to the bird store."
10,5,chandler:, they loved it.
10,5,monica:, what?
10,5,chandler:, they thought it was very smart of us to have a child write the recommendation letter.
10,5,monica:, they thought joey was a child?
10,5,chandler:," she guessed 8, 9, based on his drawings. "
10,5,amy:, hi!
10,5,monica:," hey, what did you guys do today?"
10,5,amy:," ella wanted to go out, so we went shopping and got some sushi."
10,5,chandler:, that sounds like fun.
10,5,amy:," yeah, not really. babies are dull. "
10,5,rachel:," hey! hi, how's my girl?"
10,5,amy:," i'm fine! and, i got you a present for letting me stay with you. ready?"
10,5,rachel:, yeah! 
10,5,amy:, ta daaa! 
10,5,rachel:, you pierced her ears!?
10,5,amy:, doesn't it make her nose look smaller? commercial break
10,5,rachel:, you pierced her ears? how could you do this without telling me? 
10,5,amy:," well, if i had told you, then it wouldn't have been surprise, now would it?"
10,5,chandler:, i think she looks cute. ... but i am wrong!
10,5,rachel:," oh my god, oh my god, here comes ross. he's gonna flip out."
10,5,amy:," why, did something happen to his falafel cart?"
10,5,rachel:, ugh. 
10,5,ross:, hi ross.
10,5,ross:," hey emma. oh, why is she wearing her hat so low? she can barely see. ."
10,5,rachel:," nah, i don't really want her to see. "
10,5,ross:, why not?
10,5,monica:, because there are so many terrible sights in this world.
10,5,chandler:, like war. or that thing in joey's refrigerator. remember? it was in a milk carton but it looked like meat?
10,5,ross:, come here oh! there she is! hi! 
10,5,ross:, what?
10,5,rachel:, nothing.
10,5,ross:, hi! what... . please tell me those are clip ons. 
10,5,rachel:," oh, they're real!"
10,5,ross:, did she do this to her? i told you we shouldn't have left emma with her!
10,5,rachel:," i know, i know, and you were right ross. you are soo irresponsible i am never letting you baby sit ever again!"
10,5,amy:," hey you know what, this kid needs me, okay? she needs to have a cool fun aunt!"
10,5,monica:," i'm a cool, fun aunt!"
10,5,amy:, o okay!
10,5,chandler:, hey! monica can be cool and fun at organized indoor projects!
10,5,rachel:, i can't believe this. all i wanted to do was help you try to figure out what to do with your life and this is how you repay me?
10,5,amy:," well, i don't need you to help me, because i already know what i'm going to do with my life."
10,5,rachel:, oh yeah? since when?
10,5,amy:, since today... i am going to be a baby stylist.
10,5,rachel:, what?
10,5,ross:, that's not a thing!
10,5,amy:," well, it should be. i'm gonna help babies learn how to accessorize, what colors to wear, what clothes are slimming..."
10,5,rachel:, babies don't care if they're slim.
10,5,amy:, enter amy!
10,5,ross:," amy, i ju... i just... i just wanna..."
10,5,amy:, what? what are you gonna do?
10,5,ross:, no more falafel for you!    
10,5,mike:," great game, huh?"
10,5,phoebe:," uhuh, uhuh... "
10,5,mike:, why do you keep looking at the screen?
10,5,phoebe:, i'm not. i'm praying. please let the knicks win... thank you thor! where... where are you going?
10,5,mike:, going go to the bathroom.
10,5,phoebe:," well, i think you should wait."
10,5,mike:, why?
10,5,phoebe:," well, if you don't... if you don't hold it in, you don't get all the nutrients."
10,5,announcer:," knicks fans, please turn your attention to the big screen on the scoreboard. someone has a special question to ask. "
10,5,phoebe:, mike hannigan... will you marry me? 
10,5,announcer:, get a load of this... she's proposing to him. guess we know who wears the pants in that family. 
10,5,phoebe:, that's not very enlightened! 
10,5,phoebe:," hey, hey! boo us? boo you!    "
10,5,joey:," hello? yeah, this is joey tribbiani... oh, hi! well, i'm glad you liked my letter... no my mommy and daddy aren't home right now... okay, bye bye. she was nice! "
10,5,rachel:," joey, get amy's bags, she is moving out!"
10,5,joey:, whoo hoo! 
10,5,amy:, you're kicking me out? 
10,5,rachel:, you put holes in my baby's ears!
10,5,amy:," yeah well, at least now people will know she is a girl!"
10,5,rachel:, i can't believe i ever even tried to help you. you are so beyond help.
10,5,amy:," you know what? ever since i got here, you have been nothing but negative."
10,5,rachel:, excuse me?
10,5,amy:," you didn't want me to marry the old guy with the great apartment. then, i tried to help your daughter to de emphasize her flaws and suddenly i am the bad guy?"
10,5,rachel:," joey, where are those bags?"
10,5,joey:, she has a lot of crap!
10,5,amy:," this is gonna be so great. just us sisters, back together again like when we were kids, except without that stupid jill... oh! who has gotten fat by the way..."
10,5,rachel:, seriously?
10,5,amy:, hm mmm... mom said she gained like fifteen pounds.
10,5,rachel:, hips or thighs?
10,5,amy:, ass and face.
10,5,rachel:, oh! oh my god! i thought she was on atkins.
10,5,amy:," she was. carbs found her... see, this is what i wanted. two sisters, talking about real stuff."
10,5,rachel:," oh, i can give you that."
10,5,amy:, you can?
10,5,rachel:," yeah. i just, i kept trying to make you a better person, but you're... you're already a pretty perfect version of what you are."
10,5,amy:," thank you. i've got to admit, emma does look cute."
10,5,rachel:, did you just say emma?
10,5,amy:," ugh, i'm sorry... ella.  "
10,5,phoebe:," that woman at the game didn't know what she was talking about. mike, obviously you have balls."
10,5,mike:," but please, let's just forget the whole thing."
10,5,phoebe:," i would love it. consider it forgotten... but just so you know... however and whenever you decide to propose, i promise i'll say yes. whether... whether, you know, it is in a basketball game, or in sky writing, or you know, like some lame guy in a cheesy movie who hides it in the cake. "
10,5,phoebe:," it's in the cake, isn't it?"
10,5,mike:, where else would lame mr. no balls hide it? 
10,5,phoebe:," what's the matter with me? how do i keep ruining this? i'm sorry, i'm sorry!"
10,5,mike:, no! it's my fault. i keep trying to propose in these stupid ways and all i wanna do is tell you that i love you and i want to spend the rest of my life with you. 
10,5,mike:, i'm gonna do this now.
10,5,phoebe:, oh my god! 
10,5,mike:," phoebe, i..."
10,5,phoebe:, wait! oh wait! oh no! 
10,5,mike:, ready?
10,5,phoebe:, uh huh! 
10,5,mike:," phoebe, i love you. there's no one else in the world i would ask to marry me... three times. but i wanna take care of you, have babies with you, and grow old with you... phoebe buffay, will you marry me?"
10,5,phoebe:, yes! 
10,5,mike:, i love you!
10,5,phoebe:, i love you more!
10,5,mike:, not possible! she's gonna be mrs. no balls. commercial break    
10,5,rachel:, so how is the uhm... baby styling business going?
10,5,amy:, not that great. it's almost if people don't want to hear that their babies are ugly. 
10,5,rachel:, that's shocking!
10,5,amy:, oh! it's ross... hey ross! hello oo ross! he's rude!
10,6,phoebe:, hey...
10,6,all:, hey!
10,6,rachel:, hi!
10,6,ross:," pheebs, what's wrong?"
10,6,phoebe:," oh, i'm just so exhausted from dragging around this... huge engagement ring!"
10,6,all:, oh!
10,6,rachel:, my god!
10,6,joey:, hey!
10,6,rachel:, congratulations! wow!!
10,6,ross:," so, did he get on one knee, did he have a speech prepared, or did he cry? yeah, big surprise, i like proposals!"
10,6,phoebe:," well, it was really sweet, and like the most romantic thing ever."
10,6,joey:," well, hey! well... here's to phoebe, who's found the greatest guy in the world! to phoebe and... i wanna say mike? to phoebe and mike!"
10,6,all:, whoo!
10,6,phoebe:," thank you! oh, and i have something for you!"
10,6,rachel:, mmh mmh!
10,6,phoebe:," it's, yes, my little black book. it's got the numbers of all the guys i've dated."
10,6,rachel:," oh, pheebs, baby, that's nice but, you know what, i think i'm ok. why don't you give it to one of your other single girlfriends? "
10,6,phoebe:," i would, but you're the last one."
10,6,rachel:," give me the book! pablo diaz, brady smith, huh, ""guy in van""?"
10,6,phoebe:," oh, my first love! "
10,6,rachel:, oh!
10,6,monica:, what does the red x next to bob greenmore's name mean?
10,6,phoebe:," dead. oh, it's ok, no, he was old, yeah! and he lived a full life, he was in the first wave at omaha beach."
10,6,chandler:," hey, i'm sorry, i should have given you guys my black book when i got married! although it wasn't so much a book as a... napkin. with janice's phone number on it."
10,6,rachel:," phoebe, isn't jethro tull a band?"
10,6,phoebe:," oh yes, they are. opening credits  "
10,6,chandler:, hey honey!
10,6,joey:, hi sweetie!
10,6,chandler:, is monica not here?
10,6,joey:, no.
10,6,chandler:," oh, then i'll tell you. my agency was bidding for a big account and they got it! it's my first national commercial!"
10,6,joey:, cool!
10,6,chandler:," yeah, and i don't wanna brag but a lot of the ideas were mine! hell, you weren't there? all the ideas were mine!!!"
10,6,joey:," that's great! hey, can you cast me in it?"
10,6,chandler:," oh... i don't know, i really don't think you're right for the part."
10,6,joey:," what do you mean? i can do anything, i'm a chameleon! huh? i'm old! i'm tired! hey, i'm hot i'm cold!! huh?? come on! what can't i do?"
10,6,chandler:," first of all. bravo. uh, but i really don't think you're right for this. the part calls for a stuffy college professor."
10,6,joey:," i can do that! ""hello, i'm your professor. when i'm not busy thinking of important things or... professing. i like to use..."" oh, what's the product?"
10,6,chandler:, software that facilitates inter business networking e solutions?
10,6,joey:, i'm cold!    
10,6,ross:, hey!
10,6,charlie:, hey!
10,6,ross:," guess who's a finalist for a huge research grant! i'll give you a hint, he's looking right at you. "
10,6,charlie:," ah, well, unless it's the creepy guy with his hand up his kilt, i'm gonna say congratulations! "
10,6,ross:," oh, i'm so excited, i mean, apparently i beat out hundreds of other applicants, included five guys i went to graduate school with. not that i'm keeping score or anything... five!"
10,6,charlie:," wow, that's great! so, tell me about the grant!"
10,6,ross:," well, ok, it's for 25 thousand dollars. and if i get it, i'll finally be able to complete my field research! and there will be an article about me in the ""paleontology review""! yeah! that'll be the first time my name is in there, without people raising serious questions about my work!"
10,6,charlie:, wait. are you talking about the dewar grant?
10,6,ross:, yeah. why?
10,6,charlie:, benjamin hobart is administering that grant.
10,6,ross:, your ex boyfriend?
10,6,charlie:, yeah.
10,6,ross:," so, your ex boyfriend is gonna determine if your new boyfriend gets this grant? wow, your new boyfriend is screwed!"
10,6,charlie:," no, no, we ended up in great terms. i mean, if anything, i think this could help you. you know what? why don't we all go out to dinner together, and i can introduce you."
10,6,ross:," well, if you think it would help."
10,6,charlie:," yes, absolutely. i'll call him."
10,6,ross:," ok, now, is there anything i can do to... you know, butter him up? anything he really likes?"
10,6,charlie:, mmh... he does have a pretty serious latex fetish.
10,6,ross:, we'll see how dinner goes.   
10,6,phoebe:, hey! 
10,6,monica:," hey, you wanna go to see a movie?"
10,6,phoebe:," well, i told you i had to spend all the day clearing out stuff, so mike could move in."
10,6,monica:," oh, right."
10,6,phoebe:, yeah. 
10,6,monica:," oh, well. now that i'm here i might as well help you with the cleaning and organizing! just happen to have my label maker!"
10,6,phoebe:," oh, it's so hard to get rid of stuff! did you and chandler have to make compromises when you first moved in together?"
10,6,monica:," uh, chandler did! what does he want you to give up?"
10,6,phoebe:, a bunch of stuff. and the worst one... he wants me to get rid of gladys.
10,6,monica:, who's gladys? oh! what a tragic loss!
10,6,phoebe:," yeah. i really hate to give her up. oh, i know!! oh, you should take her!"
10,6,monica:," well, i i i i... i don't know..."
10,6,phoebe:," why, you don't like her?"
10,6,monica:," well, of course i do. what's not to like! i'll take her in a minute! but, you know, i think that you're giving up too easy, honey. i think that you need to fight for her!"
10,6,phoebe:, really? you think?
10,6,monica:," absolutely! yes, you say to him ""i'm sorry mike i can't live without her, she means too much to me!"""
10,6,phoebe:," ok, i'll fight for her. ok! oh, wait, oh i just realized... if i do that, that means you don't get her."
10,6,monica:," damn it, i did not think this through!   "
10,6,chandler:, hey you guys. 
10,6,rachel:, hi!
10,6,joey:, oh! any word on casting yet?
10,6,chandler:," joe, i told you, you're just not right for the part."
10,6,joey:," what do you mean? rach, don't i seem like a professor you'd buy some kind of e crap from?"
10,6,rachel:," look, c'mon, please? it's not like i'm asking for some crazy favour. this is what i do for a living. i am a professional actor! oh, man, i'm two hours late for work! . look, here's a copy of my reels. it's got all the commercials that i've been in."
10,6,chandler:, joe...
10,6,joey:," just watch it, and if you don't like it, you don't pass it on to your bosses!"
10,6,chandler:, fine!
10,6,joey:, thank you. 
10,6,chandler:," work, joe!"
10,6,joey:, what am i gonna do now?
10,6,joey:, just pass it to your boss!
10,6,chandler:," he's not right for the part. so if i suggest him, my bosses are gonna think i'm an idiot! and that's something they should learn on their own!"
10,6,rachel:," just tell joey that you watched the tape and you liked it, but your bosses didn't. then that way, you're the good guy and they're the bad guys."
10,6,chandler:," that's good! i liked it, they didn't. joey, for god's sake, go to work! .  "
10,6,ross:, i can't believe i'm about to meet benjamin hobart. i've always thought of him as one of the people i'd invite to my fantasy dinner party. do you think there's any chance he'll bring christie brinkley or c3po?
10,6,charlie:," sorry, looks like it's just him."
10,6,benjamin:," charlie! my god, you look absolutely stunning!"
10,6,ross:," well, i... i am having a good hair day."
10,6,benjamin:, so good to see you.
10,6,charlie:, me too. 
10,6,ross:, i'm ok.
10,6,charlie:, i'm sorry... ross geller... benjamin hobart.
10,6,ross:," it's an honor to meet you. i can't tell you how long i've been an admirer of your work, i mean, that nobel prize, whoooo! i mean, i have to tell you that, you're one of the reasons i got into the field."
10,6,benjamin:," oh, well, likewise. actually, not likewise. i've never heard of you until this morning, but, it's nice to be nice! "
10,6,charlie:, shall we? .
10,6,benjamin:, thank you! . i can't believe that you chose this restaurant! do you remember the night?
10,6,charlie:, you weren't there!
10,6,ross:," no, but, it's, you know, it's just a funny image, you know, the two of you, in this restaurant, with... tzz zzz, mmm."
10,6,charlie:," ross, why don't you tell benji about your proposal, while i go to the ladies room?"
10,6,benjamin:," so, tell me about it."
10,6,ross:," ok well, i would like to do a dig in the painted desert."
10,6,benjamin:, m m.
10,6,ross:," see, there are still several areas that haven't been fully excavated."
10,6,benjamin:, break up with charlie!
10,6,ross:, what?
10,6,benjamin:, what?
10,6,ross:," did you just say ""break up with charlie""?"
10,6,benjamin:," well, yes, and now. yes i did say it, and no, i didn't not say it."
10,6,ross:," kind of inappropriate, don't you think?"
10,6,benjamin:," i'm sorry. i just haven't seen her for so long! all these feelings are rushing back! i'm starting to realize how much i missed her, and i'm gonna need you to break up with her."
10,6,ross:, are you serious?
10,6,benjamin:," if you say yes then i'm serious, if you say no then i'm joking!"
10,6,ross:, no!
10,6,benjamin:, joking it is!  
10,6,phoebe:," hi! sorry, i'm late."
10,6,monica:," hey, how did it go with mike, is he gonna let you keep the painting?"
10,6,phoebe:," no, he really hates it. but he's gonna let me keep my box of human hair! so you got to pick your battles. but the good news is, gladys is yours!"
10,6,monica:," wow, what's the bad news!"
10,6,rachel:, who's gladys?
10,6,phoebe:," oh, she's that work of art i made, you know, with the woman coming out of the frame."
10,6,rachel:," oh, and monica gets to keep her? in her house? i am so jealous!"
10,6,phoebe:," oh, i didn't know you wanted her too!"
10,6,monica:, huh!
10,6,rachel:," well, i mean, sure, of course. but... you already gave that to monica, so..."
10,6,monica:," you know, i would give her up, for you."
10,6,rachel:," no, i couldn't let you do that."
10,6,monica:, but i want to.
10,6,rachel:, but i don't want you to.
10,6,monica:, but i insist!
10,6,rachel:, but i insist harder!
10,6,phoebe:," girls, girls, stop, ok? we'll flip a coin. heads, she's rachel's, tails she's monica's. . tails! monica, she's yours!"
10,6,monica:," no, that landed in your food!"
10,6,rachel:," no, no, that's ok. you won fair and square. i'm so sad!  "
10,6,chandler:, hey joe!
10,6,joey:, what's up?
10,6,chandler:, bad news. i watched the tape and passed it along to my bosses and they weren't interested.
10,6,joey:, oh.
10,6,chandler:, i'm sorry man.
10,6,joey:," but, ehm... you watched the tape?"
10,6,chandler:," yeah! i... i... i liked it! but, ehm... my bosses didn't go for it. stupid sons of bitches!"
10,6,joey:, you didn't watch the tape.
10,6,chandler:, what!? of course i did!
10,6,joey:," look, it's one thing not to cast me, but to lie to me?"
10,6,chandler:," i'm not lying to you, i watched it!"
10,6,joey:," well, you lied again! "
10,6,chandler:, i watched it!
10,6,joey:, keep going pinocchio!
10,6,chandler:, i did!
10,6,joey:, no you didn't! 
10,6,chandler:," i'm telling you, i watched the tape. "
10,6,rachel:, did you watch the tape?
10,6,chandler:, interview room. ross and two other professors are sitting on one side of a long desk. benjamin hobart is sitting on the other side]  
10,6,benjamin:," well, i believe that the answers lie in the osteological evidence. i plan to begin there."
10,6,benjamin:, interesting.
10,6,ross:, i guess!
10,6,benjamin:, primarily in the pierre shale region of south dakota.
10,6,benjamin:," certainly. very well. and dr. geller, when is my birthday?"
10,6,ross:, what? i... i... 
10,6,benjamin:, care to venture a guess?
10,6,ross:, may 12th?
10,6,benjamin:, half a dozen.
10,6,benjamin:, three for excavation and two for analysis.
10,6,benjamin:," certainly. dr. geller, which 1965 shirelles hit was later covered by a popular british invasion band?"
10,6,ross:, wha..? i need 6 graduate students. 
10,6,benjamin:," no! i'm sorry, we were looking for ""baby it's you"". baby it's you."
10,6,ross:," wha...? wait, wait, wait, just a minute. none of my questions have anything to do with paleontology."
10,6,benjamin:," you're right, i apologize. scratch the last question. spell ""boscodictiasaur""."
10,6,ross:," um... i've never heard of a ""boscodictiasaur""."
10,6,benjamin:," yeah, i just made it up. spell it."
10,6,ross:, ok. b o s ...
10,6,benjamin:," no, it starts with a silent ""m""."
10,6,ross:, oh come on!!  
10,6,chandler:, i can't believe joey. i hate being called a liar!
10,6,rachel:, but you are a liar.
10,6,chandler:, what did i just say? 
10,6,joey:, you still here?
10,6,chandler:," yes, and i have to say, i am not just hurt. i am insulted. when i tell somebody i did something..."
10,6,joey:," ok whoah hey... let me just stop you right there, ok? first, you lied, right? then, you lied about lying, ok? then you lied about lying about lying, ok? so before you lie about lying about lying about lying about... lying... stop lying!"
10,6,chandler:, why are you so sure i didn't watch this tape?
10,6,joey:, you wanna know wh...? you wanna know why? 
10,6,rachel:," well, this is going well. "
10,6,joey:," here's how i know you didn't watch the tape, ok? if you had seen what was on this tape, believe me, you would have some comments. alright, now remember, i got paid a lot of money for this and it only aired in japan. "
10,6,joey:, and that's how i know you didn't watch the tape! . 
10,6,chandler:, he really is a chameleon.  
10,6,phoebe:," well, gladys say hello to your new home! "
10,6,monica:," oh, my! "
10,6,rachel:," wow! oh, she's so nice and big! oh, monica, where are you going to display gladys oh so proudly? "
10,6,monica:, i haven't really settled on a spot yet!
10,6,rachel:," well, hey! how about right above the tv? . that way, it will be the first thing that you see when you walk in the door!"
10,6,phoebe:," yeah, yeah! and you can get rid of that french poster."
10,6,monica:, i like that poster!
10,6,phoebe:, really? it doesn't have anything coming out of it. or maybe there is some place for her in your bedroom?
10,6,rachel:, oh! there's nothing above your bed!!
10,6,monica:, are you still here? 
10,6,ross:," oh hi! hello! uh, have you come to ask me some more paleontology related questions? uhm... your grandmother's nickname, perhaps? aunt margaret's pants size?"
10,6,benjamin:, i've come here to apologize. i think i may have let my feelings for charlie interfere with the interview process. 
10,6,ross:, no! stop! 
10,6,benjamin:," anyway, i've decided to offer you the grant. "
10,6,ross:, really?
10,6,benjamin:, well... there is just one small... stipulation...
10,6,ross:, i have to break up with charlie?
10,6,benjamin:," hey, you got one right! "
10,6,ross:, you're crazy.
10,6,benjamin:," crazy, or... romantic?"
10,6,ross:, crazy!
10,6,benjamin:, ooor...
10,6,ross:, get out! 
10,6,rachel:, o oh my god!
10,6,joey:, what?
10,6,rachel:," joey, what... is... this...thing... doing here?"
10,6,joey:, i got it from monica. she sold it to me for a very reasonable price.
10,6,rachel:," joey, we're not keeping this!"
10,6,joey:, but it's an original buffay...
10,6,rachel:," alright, fine. you can keep it. as long as you don't mind that she's haunted. "
10,6,joey:, hey? what? what? wey! whoo! what? what!?
10,6,rachel:," well, legend has it joey, that... she comes alive when you're asleep. "
10,6,rachel:," she climbs out of the frame, and then drags her half a body across the floor, just looking for legs to steal. and then with her one good hand, she slo o owly re e a aches up and turns your doorknob."
10,6,joey:, get that legless witch out of here! 
10,6,monica:, hey! i sold that to joey.
10,6,rachel:," well, why i told him it's haunted. two can play at this game. "
10,6,monica:," no, too late. you can't give it back! "
10,6,rachel:, yes i can! 
10,6,monica:, no you can't. she's yours!
10,6,rachel:, she's yours!
10,6,monica:, she's yours!
10,6,rachel:, she's yours! 
10,6,phoebe:, hey! 
10,6,rachel:, she's mine!
10,6,monica:, she's m i i ne!
10,6,rachel:, she's mine!
10,6,monica:, she's mine!
10,6,phoebe:, you guys! you guys! you don't have to fight over her anymore. whoever doesn't get gladys gets glynnis. 
10,6,rachel:, i want gladys!
10,6,monica:, she's mine!
10,6,rachel:, she's mine!
10,6,monica:, she's mine!
10,6,rachel:, she's mine! 
10,6,chandler:," look, i'm sorry i didn't give them your tape. and i promise, next time to submit you whether i think you are right for the part or not."
10,6,joey:, that's not the point chandler. the point is that you lied.
10,6,chandler:, i know. you're right. what's it gonna take for you to forgive me? 
10,6,monica:, oh my god! 
10,6,rachel:, excellent!
10,6,joey:," now, what do you say?"
10,6,chandler:, lying is wrong!
10,6,joey:, and?... and?
10,6,chandler:, i'm a pretty little girl.
10,6,phoebe:, i knew it! 
10,6,ross:, your ex boyfriend is insane.
10,6,charlie:, did you get the grant?
10,6,ross:," no i didn't, and you want to know why? because your ex boyfriend is still in love with you."
10,6,charlie:, what?
10,6,ross:," yeah. he wouldn't give me the grant, because i wouldn't give you up."
10,6,charlie:," benji isn't in love with me. i mean, he broke up with me. and besides, he's a very ethical man."
10,6,ross:," really? is it ethical to ask someone in a grant review, who was the voice of ""underdog""?"
10,6,charlie:," i'm sure he was just joking, ross."
10,6,ross:," if you don't believe me, let's go talk to him, okay? i'm telling you, he didn't ask me one paleontological question."
10,6,charlie:, seriously?
10,6,ross:," oh, i'm sorry, no. he did ask me one. uhm... how do you spell mboscodictiosaur?"
10,6,charlie:," well, if it's like the lake mbosco in congo, then m b o... "
10,6,ross:, damnit! 
10,6,benjamin:, dr. geller...? charlie... what are you... what are you doing here?
10,6,ross:," i want you to tell her everything. about the deal you tried to make with me, about the crazy questions you... wally cox! that's the voice of underdog!"
10,6,benjamin:," like i tried to tell you in the interview ross, this grant is not based on your knowledge of pretty useless trivia."
10,6,ross:," no, no, no. don't do that! i want you to look her in the eyes, and tell her the truth."
10,6,charlie:, benji?
10,6,benjamin:," alright, it's true. i behaved horribly. but it's only because i still love you. and i would do anything to have you back in my life."
10,6,ross:," too little, too late, benji!"
10,6,charlie:, i can't believe this.
10,6,benjamin:," i never should have broken up with you. i think about you all the time. i mean, do you ever still think about me? "
10,6,ross:, no!
10,6,charlie:, yes!
10,6,ross:, what?
10,6,charlie:," i don't know what to say, benji. this is all so.... romantic."
10,6,ross:, or...
10,6,benjamin:," listen, i know, i may be way out of bounds here, but is there any chance you will take me back?"
10,6,charlie:, maybe...
10,6,ross:," sweetie, this conversation is starting to make me a little uncomfortable."
10,6,charlie:," oh god! i am so sorry, but... i mean it's... there's so much history between us, you know..."
10,6,benjamin:, i'm sorry too... 
10,6,benjamin:, i love you!
10,6,charlie:, i love you too! 
10,6,ross:," okay, that's it. we are seeing other people! commercial break "
10,6,joey:, gladys? 
10,6,rachel:," ha ha ha, third time this week. man, this does not get old."
10,6,joey:, you're mean!
10,6,rachel:," oh, don't be such a baby! end"
10,7,ross:, hey you guys!
10,7,phoebe:, hey!
10,7,ross:," hey, what are you doing?"
10,7,mike:," oh, figuring out our wedding plans."
10,7,chandler:," that's funny, we were doing the same thing!"
10,7,ross:, yeah!
10,7,phoebe:," it's really crazy! the hall, the dress, the food... i i had no idea how expensive this stuff was!"
10,7,chandler:," yeah it is really pricey. i mean, i freaked when i first heard the numbers."
10,7,phoebe:, so what did you two do about it?
10,7,chandler:," it was pretty simple actually, i came up with a couple of cost cutting solutions, wrote out a list and monica told me to go to hell."
10,7,ross:," there's no way around it pheebs, you just gonna have to accept the fact that this is gonna cost you a lot of money."
10,7,mike:, i heard that weddings are like a 40 billion dollar a year industry.
10,7,ross:," yeah, and i'm responsible for just like half of that."
10,7,phoebe:," but really, it does seem like this money could be put to better use?"
10,7,mike:, are you serious?
10,7,phoebe:," yeah! now, how would you feel if we gave all the wedding money to charity and we just got married at city hall?"
10,7,mike:, i think it would make me wanna marry you even more. 
10,7,ross:," i've got to say you guys, that's an incredible gesture!"
10,7,chandler:, maybe you do that next time you get married!
10,7,ross:," no, no, no. the next time it's gonna be a hawaii at sunset. "
10,7,joey:, hey!
10,7,chandler:, hey!
10,7,joey:, what's going on?
10,7,chandler:, our adoption social worker is coming by today so we are cleaning the apartment.
10,7,monica:, we?
10,7,chandler:, you know you don't want me to help. you can't have it both ways!
10,7,joey:," hey, is this person who decides whether or not you... get a baby?"
10,7,chandler:, kind of. she's coming by to interview us and see where we live.
10,7,monica:," and it has to go perfectly, because if she doesn't like something about us she can keep us off every adoption list in the state."
10,7,joey:," hey, maybe i should stop by! she could be a soap opera fan! it's very impressive when the little people know a celebrity."
10,7,chandler:, little people?
10,7,joey:, celebrity.
10,7,monica:," ok, so i think i'm just about done here, unless you have any bad stuff hidden somewhere, like... porn or cigarettes?"
10,7,chandler:, what...? no!
10,7,monica:, chandler?
10,7,chandler:," i don't, and i'm offended by the insinuation!"
10,7,monica:," ok, so there's not a magazine under the couch, or a pack of cigarettes taped to the back of the toilet tank, or a filthy video in the vcr?"
10,7,chandler:," i'll admit to the cigarettes and the magazine, but that tape is not mine."
10,7,monica:, it isn't mine!
10,7,joey:, may i help you? 
10,7,phoebe:," well, any contribution, large or small, is always appreciated."
10,7,phoebe:," well, this is very generous!"
10,7,phoebe:, and we don't want any recognition. this is completely anonymous.
10,7,mike:, completely anonymous. from two kind strangers.
10,7,phoebe:," well if you like, we can include your names in our newsletter."
10,7,mike:, not necessary.
10,7,phoebe:, buffay is spelled b u f f a y.
10,7,mike:, thank you both very much.
10,7,phoebe:," sure, i so glad we did this. it feels so good!"
